X,Y,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,DEPARTAMEN,MUNICIPIO,RED,CODIGO_EST,TIPO,SUB_SEC,NIVEL,INSTITUCIO,AMBITO,ZONA_O_BAR,DIRECCION_,HORARO_DE_,HORARIO,No_CAMAS_E,No_CAMAS_O,No_CAMAS_I,No_CAMAS_U,No_CAMAS_1,No_MEDICO_,No_LIC_ENF,No_AUX_ENF,No_MEDIC_1,No_LIC_E_1,No_AUX_E_1,TOTAL_MEDI,TOTAL_LIC_,TOTAL_AUX_,TOTAL_RR_H,OTROS_RRHH,OTROS_RR_1,TOTAL_RR_1,TELEFONO_E,NOMBRE_DIR,CELULAR_RE,POBLAC_PRO,LATITUD,LONGITUD,layer,path,icon_url
-68.05019,-17.654044,SAN PEDRO DE CURAHUARA,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: SAN PEDRO DE CURAHUARA<br>RED: RED RURAL 12<br>CODIGO_ESTABLECIMIENTO: 200548<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZON,,,,,"-1","0","-1",,,LA PAZ,SAN PEDRO DE CURAHUARA,RED RURAL 12,"200548.0",C.S. CON INTERNACION,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,SAN PEDRO DE CURAHUARA,AV. 6 DE AGOSTO AL LADO LA CANCHA,8 Hrs.,DISCONTINUO,"1.0","1.0","1.0","0.0","0.0","4.0","1.0","1.0","0.0","0.0","0.0","4.0","1.0","1.0","6.0","1.0","1.0","2.0","22900485",GERMAN CHOQUE FLORES,,"25616.0","-17.654044","-68.05019",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.91699,-17.581645,VILLA MANQUIRI,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: SAN PEDRO DE CURAHUARA<br>RED: RED RURAL 12<br>CODIGO_ESTABLECIMIENTO: 200549<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZON,,,,,"-1","0","-1",,,LA PAZ,SAN PEDRO DE CURAHUARA,RED RURAL 12,"200549.0",C.S. CON INTERNACION,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,CENTRO MANQUIRI,CALLE ORURO,6 Hrs.,DISCONTINUO,"1.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","3.0","0.0","0.0","0.0",S/T,FELIPE FERNANDO ZEBALLOS QUINTANILLA,,"25616.0","-17.581645","-67.91699",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.77769,-17.588045,COLQUEAMAYA,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: PAPEL PAMPA<br>RED: RED RURAL 12<br>CODIGO_ESTABLECIMIENTO: 200550<br>TIPO: PUESTO DE SALUD<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: COLQUE AMAYA<br>DIRECCION_ES,,,,,"-1","0","-1",,,LA PAZ,PAPEL PAMPA,RED RURAL 12,"200550.0",PUESTO DE SALUD,Público,1er NIVEL,G.A.M.,R,COLQUE AMAYA,A DOS CUADRAS DE LA PLAZA,24 Hrs.,CONTINUO,"0.0","0.0","2.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","71239713",AIDA MIRIAM ICHUTA COPA,,"25616.0","-17.588045","-67.77769",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.76989,-17.819144,PAPEL PAMPA,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: PAPEL PAMPA<br>RED: RED RURAL 12<br>CODIGO_ESTABLECIMIENTO: 200551<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO:,,,,,"-1","0","-1",,,LA PAZ,PAPEL PAMPA,RED RURAL 12,"200551.0",C.S. CON INTERNACION,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,PAPEL PAMPA,A DOS CUADRAS DE LA PLAZA,6 Hrs.,DISCONTINUO,"0.0","0.0","4.0","0.0","0.0","2.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","2.0","4.0","1.0","0.0","1.0","71239720",VALERIO LIPIRI ORIHUELA,,"25616.0","-17.819144","-67.76989",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.71169,-17.6938449,UNUPATA,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: PAPEL PAMPA<br>RED: RED RURAL 12<br>CODIGO_ESTABLECIMIENTO: 200552<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO:,,,,,"-1","0","-1",,,LA PAZ,PAPEL PAMPA,RED RURAL 12,"200552.0",C.S. CON INTERNACION,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,UNUPATA,A UNA CUADRA DE LA PLAZA,24 Hrs.,DISCONTINUO,"0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","2.0","3.0","1.0","1.0","2.0","71239702",MAFALDA JOSEFINA MAMANI,,"25616.0","-17.6938449","-67.71169",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-68.16519,-17.480344,PACOLLO,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: CHACARILLA<br>RED: RED RURAL 12<br>CODIGO_ESTABLECIMIENTO: 200553<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO:,,,,,"-1","0","-1",,,LA PAZ,CHACARILLA,RED RURAL 12,"200553.0",C.S. CON INTERNACION,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,PACOLLO,A UN COSTADO DE LA ESCUELA,8 Hrs.,DISCONTINUO,"0.0","0.0","1.0","0.0","0.0","2.0","0.0","1.0","0.0","0.0","0.0","2.0","0.0","1.0","3.0","1.0","0.0","1.0",S/T,LUCIA PATZI SALINAS,,"62832.0","-17.480344","-68.16519",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-69.21539,-17.286645,BERENGUELA,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: SANTIAGO DE MACHACA<br>RED: RED RURAL 11<br>CODIGO_ESTABLECIMIENTO: 200554<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BAR,,,,,"-1","0","-1",,,LA PAZ,SANTIAGO DE MACHACA,RED RURAL 11,"200554.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,BERENGUELA,BERENGUELA,8 Hrs.,CONTINUO,"0.0","0.0","4.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","71920911",GREGORIO CUSICANQUI CHOQUEHUANCA,,"62832.0","-17.286645","-69.21539",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-69.19349,-17.066244,SANTIAGO DE MACHACA,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: SANTIAGO DE MACHACA<br>RED: RED RURAL 11<br>CODIGO_ESTABLECIMIENTO: 200555<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O,,,,,"-1","0","-1",,,LA PAZ,SANTIAGO DE MACHACA,RED RURAL 11,"200555.0",C.S. CON INTERNACION,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,SANTIAGO DE MACHACA,GERMAN BUCH,24 Hrs.,CONTINUO,"2.0","3.0","2.0","0.0","0.0","4.0","1.0","1.0","1.0","0.0","0.0","5.0","1.0","1.0","7.0","3.0","0.0","3.0",S/T,LUIS EDUARDO VILLA COPAJEÑO,,"62832.0","-17.066244","-69.19349",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-69.48539,-17.164045,CATACORA,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: CATACORA<br>RED: RED RURAL 11<br>CODIGO_ESTABLECIMIENTO: 200556<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO: CA,,,,,"-1","0","-1",,,LA PAZ,CATACORA,RED RURAL 11,"200556.0",C.S. CON INTERNACION,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,CATACORA,CARRETERA  TRONCAL,6 Hrs.,DISCONTINUO,"1.0","1.0","2.0","0.0","0.0","3.0","1.0","1.0","0.0","0.0","0.0","3.0","1.0","1.0","5.0","2.0","1.0","3.0",S/T,JHENNI VARGAS CARRILLO,,"62832.0","-17.164045","-69.48539",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.67409,-15.750645,ALCOCHE,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: CARANAVI<br>RED: RED RURAL  7<br>CODIGO_ESTABLECIMIENTO: 200557<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO: AL,,,,,"-1","0","-1",,,LA PAZ,CARANAVI,RED RURAL  7,"200557.0",C.S. CON INTERNACION,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,ALCOCHE,CALLE EDUARDO AVAROA,24 Hrs.,CONTINUO,"1.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","3.0","0.0","2.0","2.0","68049160",SANDRA FABIOLA ALANOCA CHAMBI,,"62832.0","-15.750645","-67.67409",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.41989,-15.622844,BELLA VISTA - LA PAZ,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: ALTO BENI<br>RED: RED RURAL  7<br>CODIGO_ESTABLECIMIENTO: 200558<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO: ALTO,,,,,"-1","0","-1",,,LA PAZ,ALTO BENI,RED RURAL  7,"200558.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,ALTO BENI,SIMON BOLIVAR,8 Hrs.,DISCONTINUO,"1.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","3.0","0.0","1.0","1.0","72072771",DIANA BAUTISTA ROCA,,"62832.0","-15.622844","-67.41989",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.48649,-15.528145,BORG,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: ALTO BENI<br>RED: RED RURAL  7<br>CODIGO_ESTABLECIMIENTO: 200559<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO: S,,,,,"-1","0","-1",,,LA PAZ,ALTO BENI,RED RURAL  7,"200559.0",C.S. CON INTERNACION,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,SUAPI KILÓMETRO 73,AV. LA PAZ,24 Hrs.,DISCONTINUO,"1.0","1.0","6.0","0.0","0.0","2.0","1.0","0.0","0.0","0.0","0.0","2.0","1.0","0.0","3.0","1.0","0.0","1.0","60649605",MARISOL YANA LARICO,,"62832.0","-15.528145","-67.48649",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.59489,-15.622944,CALAMA,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: CARANAVI<br>RED: RED RURAL  7<br>CODIGO_ESTABLECIMIENTO: 200560<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO: CALAMA,,,,,"-1","0","-1",,,LA PAZ,CARANAVI,RED RURAL  7,"200560.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,CALAMA,SN,8 Hrs.,CONTINUO,"0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0",S/T,DIEGO PORTUGAL GALVEZ,,"62832.0","-15.622944","-67.59489",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.50819,-15.734244,CARRASCO LA RESERVA,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: CARANAVI<br>RED: RED RURAL  7<br>CODIGO_ESTABLECIMIENTO: 200563<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO: CA,,,,,"-1","0","-1",,,LA PAZ,CARANAVI,RED RURAL  7,"200563.0",C.S. CON INTERNACION,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,CARANAVI,CANTON CARRASCO,8 Hrs.,CONTINUO,"1.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","68007634",EDWIN SEBASTIAN POMA HUARINA,,"62832.0","-15.734244","-67.50819",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.29985,-15.590204,LITORAL,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: ALTO BENI<br>RED: RED RURAL  7<br>CODIGO_ESTABLECIMIENTO: 200564<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO: VILLA,,,,,"-1","0","-1",,,LA PAZ,ALTO BENI,RED RURAL  7,"200564.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,VILLA LITORAL,VILLA LITORAL,8 Hrs.,CONTINUO,"1.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0",S/T,MARIELA MAMANI MAMANI,,"62832.0","-15.590204","-67.29985",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.44359,-15.765145,ENTRE RIOS,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: CARANAVI<br>RED: RED RURAL  7<br>CODIGO_ESTABLECIMIENTO: 200565<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO: CA,,,,,"-1","0","-1",,,LA PAZ,CARANAVI,RED RURAL  7,"200565.0",C.S. CON INTERNACION,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,CARANAVI - ROSARIO ENTRE RIOS,ENTRE RIOS,24 Hrs.,CONTINUO,"0.0","0.0","2.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","2.0","0.0","1.0","1.0","63160071",FAIDA FELICIA ROMERO MICHEL,,"62832.0","-15.765145","-67.44359",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.37473,-15.606904,KOLLASUYO,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: ALTO BENI<br>RED: RED RURAL  7<br>CODIGO_ESTABLECIMIENTO: 200566<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO: URBAN,,,,,"-1","0","-1",,,LA PAZ,ALTO BENI,RED RURAL  7,"200566.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,URBANIZACION KOLLASUYO,KOLLASUYO,8 Hrs.,CONTINUO,"0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","3.0","0.0","2.0","2.0",S/T,EDWIN LORENZO MAMANI ROJAS,,"62832.0","-15.606904","-67.37473",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.58759,-15.758345,LOS ANDES,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: CARANAVI<br>RED: RED RURAL  7<br>CODIGO_ESTABLECIMIENTO: 200567<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO: ILLIMA,,,,,"-1","0","-1",,,LA PAZ,CARANAVI,RED RURAL  7,"200567.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,ILLIMANI,ILLIMANI LOS ANDES,24 Hrs.,CONTINUO,"1.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0",S/T,LEEN LEE ROMY GISBERT GUARACHI,,"62832.0","-15.758345","-67.58759",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.57209,-15.673845,MOSCOVIA,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: CARANAVI<br>RED: RED RURAL  7<br>CODIGO_ESTABLECIMIENTO: 200568<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO: CARANA,,,,,"-1","0","-1",,,LA PAZ,CARANAVI,RED RURAL  7,"200568.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,CARANAVI,MOSCOVIA,8 Hrs.,DISCONTINUO,"0.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","73284868",ELIZABETH CHOQUE CONDO,,"62832.0","-15.673845","-67.57209",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.17649,-15.658445,SAN ANTONIO (CARANAVI),DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: ALTO BENI<br>RED: RED RURAL  7<br>CODIGO_ESTABLECIMIENTO: 200569<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO: B,,,,,"-1","0","-1",,,LA PAZ,ALTO BENI,RED RURAL  7,"200569.0",C.S. CON INTERNACION,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,BARRIO CENTRAL,CALLE ROBERTO EKO CLEOSQUI,24 Hrs.,DISCONTINUO,"1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","1.0","2.0","0.0","2.0","2.0","0.0","4.0","0.0","1.0","1.0",S/T,MUNICA MAMANI JANCO,,"62832.0","-15.658445","-67.17649",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.61479,-16.009644,SAN PEDRO DE CARANAVI,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: CARANAVI<br>RED: RED RURAL  7<br>CODIGO_ESTABLECIMIENTO: 200570<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO: SAN PE,,,,,"-1","0","-1",,,LA PAZ,CARANAVI,RED RURAL  7,"200570.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,SAN PEDRO DE  CARANAVI,SAN PEDRO,24 Hrs.,CONTINUO,"0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0",S/T,FREDDY EDDY MONTEVILLA,,"62832.0","-16.009644","-67.61479",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.51391,-15.398395,SARARIA,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: ALTO BENI<br>RED: RED RURAL  7<br>CODIGO_ESTABLECIMIENTO: 200571<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO: S,,,,,"-1","0","-1",,,LA PAZ,ALTO BENI,RED RURAL  7,"200571.0",C.S. CON INTERNACION,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,SARARIA,AVENIDA PACAY,24 Hrs.,DISCONTINUO,"1.0","0.0","2.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","3.0","1.0","0.0","1.0",S/T,RONAL EVER MAMANI FLORES,,"62832.0","-15.398395","-67.51391",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.47709,-15.939045,TAYPIPLAYA,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: CARANAVI<br>RED: RED RURAL  7<br>CODIGO_ESTABLECIMIENTO: 200572<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO: TA,,,,,"-1","0","-1",,,LA PAZ,CARANAVI,RED RURAL  7,"200572.0",C.S. CON INTERNACION,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,TAIPIPLAYA,TAIPIPLAYA,24 Hrs.,DISCONTINUO,"0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","2.0","1.0","1.0","4.0","1.0","1.0","2.0","69724723",BRIGIDA ROCIO QUISPE PHILCO,,"62832.0","-15.939045","-67.47709",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.62189,-15.724145,VILLA ELEVACION,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: CARANAVI<br>RED: RED RURAL  7<br>CODIGO_ESTABLECIMIENTO: 200573<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO: CANTON,,,,,"-1","0","-1",,,LA PAZ,CARANAVI,RED RURAL  7,"200573.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,CANTON VILLA ELEVACION,S/ D,24 Hrs.,CONTINUO,"0.0","2.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0",S/T,GLISELDA MOLINA HUARACHI,,"62832.0","-15.724145","-67.62189",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.49239,-15.790345,SAN LORENZO - CARANAVI,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: CARANAVI<br>RED: RED RURAL  7<br>CODIGO_ESTABLECIMIENTO: 200574<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO: SAN LO,,,,,"-1","0","-1",,,LA PAZ,CARANAVI,RED RURAL  7,"200574.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,SAN LORENZO,SAN LORENZO,24 Hrs.,CONTINUO,"0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","73740990",NOEMI LIZETH AMARU RAMOS,,"62832.0","-15.790345","-67.49239",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.58169,-15.871544,UYUNENSE,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: CARANAVI<br>RED: RED RURAL  7<br>CODIGO_ESTABLECIMIENTO: 200575<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO: UYUNEN,,,,,"-1","0","-1",,,LA PAZ,CARANAVI,RED RURAL  7,"200575.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,UYUNENSE,UYUNENSE,24 Hrs.,CONTINUO,"0.0","0.0","2.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0",S/T,BARINIA KAREMM MACHON FLORES,,"62832.0","-15.871544","-67.58169",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
-67.54419,-15.840545,NOR-ESTE,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: CARANAVI<br>RED: RED RURAL  7<br>CODIGO_ESTABLECIMIENTO: 200576<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: MINISTERIO DE SALUD Y DEPORTES<br>AMBITO: R<br>ZONA_O_BARRIO: JUAN D,,,,,"-1","0","-1",,,LA PAZ,CARANAVI,RED RURAL  7,"200576.0",C.S. AMBULATORIO,Público,1er NIVEL,MINISTERIO DE SALUD Y DEPORTES,R,JUAN DEL VALLE C,CENTRAL NOR ESTE,12 Hrs.,DISCONTINUO,"1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","2.0","0.0","1.0","1.0","73549398",CELESTINO MACHACA CHURA,,"62832.0","-15.840545","-67.54419",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./3.png
